T5.K4.652.A98542 K6.QJT976.QT7.Q6 432.A.AKJ93.JT73 AQJ987.8532.84.K:65658888888843433232
AK.84.J8532.AJ95 T86543.53.9.T872 Q72.QJ972.AKQ6.Q J9.AKT6.T74.K643:33336666434322225454
Q7.KT54.T9.QJ432 T92.876.Q87.AK95 J643.AQJ3.AKJ2.8 AK85.92.6543.T76:65655565333355556665
J6.J9.AT984.AJ43 QT8752.T6.K.T972 K93.Q82.7653.Q86 A4.AK7543.QJ2.K5:87889999888865657677
AQJT74.98.83.743 98.T75.7654.KT95 63.AK43.KQJ92.Q6 K52.QJ62.AT.AJ82:55554444666633338787
QT53.K42.T.J9872 J42.98763.A754.A 86.AQJ.QJ963.K63 AK97.T5.K82.QT54:76768787878787876666
Q7.K983.Q74.KQ75 J95.QJ52.T985.43 A843.A74.AK63.86 KT62.T6.J2.AJT92:44444444444444444444
J8.8643.AT53.853 A732.AJ.42.KQ942 Q964.KQ9752.QJ.7 KT5.T.K9876.AJT6:8888999944449898BBBB
64.KT987652.3.97 753.Q.KT52.K6432 KQ98.AJ43.76.QJT AJT2..AQJ984.A85:9595A9A94444BBBBCBCB
AKJ.954.JT9765.K QT96.AQT72.A8.76 52.83.KQ32.AJ953 8743.KJ6.4.QT842:66669999888833337676
AT95.Q8.AQ62.T63 K74.J7632.974.A4 82.AKT54.KT3.K82 QJ63.9.J85.QJ975:33335555333332326565
953.874.K754.Q32 J7.A93.J9632.T94 KT84.J65.A8.AJ76 AQ62.KQT2.QT.K85:88887777999999998787
K9752.T.A9643.98 AJ8.QJ7.QJ72.A54 QT.64.KT5.KQJT72 643.AK98532.8.63:99995554AAA944445454
T2.Q7653.K743.K4 84.84.QT852.A863 AK97653.JT9..QJT QJ.AK2.AJ96.9752:54544343444488888787
AT.742.QT9.A9652 764.AQJ965.A.KJ3 9532.8.8743.QT74 KQJ8.KT3.KJ652.8:B9B9B9B9CBCB98986666
KJ95.9.T972.QJT6 AQ4.A6.J543.A743 872.QJ853.K8.K92 T63.KT742.AQ6.85:99998888A9A999998888
9.KJ752.A862.KT7 J87.63.KT93.9862 AKQ432.Q9.74.543 T65.AT84.QJ5.AQJ:53533232444466667575
QJ.87653.AQ98.74 AK74.AQ.JT43.J52 852.KJ.762.KT986 T963.T942.K5.AQ3:AAAAAAAA999999987777
62.KJT7652.AK87. JT53.8.T642.AJ87 KQ94.A94.J5.T963 A87.Q3.Q93.KQ542:64646565111166668787
KJ964.763.AK7.76 AQ52.A8.J53.J852 873.KJT4.T64.KT4 T.Q952.Q982.AQ93:989877779898AAAAAAAA
K76.Q753.T.JT863 QJ9842.9.732.KQ9 A5.KJ42.KQ98.A74 T3.AT86.AJ654.52:65658888555576764444
JT87.85.A765.Q72 K52.AKQ762.J98.4 AQ9643.T93.Q3.J5 .J4.KT42.AKT9863:86865555BABA9999BBBB
9843.J976.JT4.T4 AKQ.AT5432.63.K7 J2.KQ.KQ75.Q6532 T765.8.A982.AJ98:A9A9AAAAAAAA99999898
KJT.KQJT75.A65.4 Q42.A832.42.QJ86 A86.64.KQJT8.A72 9753.9.973.KT953:41414444111121217777
T975432.K3.Q.862 K6.Q9.AJ96.QT974 J8.JT52.732.AJ53 AQ.A8764.KT854.K:AAAA6565A9A9BBBBA9A9
42.KQ654.J52.843 85.732.Q643.QJT2 K76.AJ9.AK97.976 AQJT93.T8.T8.AK5:A4A499A954546464A9A9
Q43.87.AT9862.A5 K652.96532..J962 T987.KQT.KQ74.Q3 AJ.AJ4.J53.KT874:65657666B9AA4444BBBB
K965.KJT62.A7.KQ 432.74.QJ43.A854 J8.A53.KT65.J762 AQT7.Q98.982.T93:33334444222244444344
Q9865..K87.T9862 T.AT95432.AQ95.J AJ72.Q7.J432.AK4 K43.KJ86.T6.Q753:AAAA4444BBBB86765555
73.JT7543.Q76.72 Q6.K2.98543.KJT6 942.AQ6.AJ.Q9853 AKJT85.98.KT2.A4:AAA6AAA96665AAA98887
KJT7.JT62.Q83.J2 A54.84.K942.T954 9832.K95.T6.AKQ8 Q6.AQ73.AJ75.763:77776666767688887777
K765.52.T4.QT652 J4.A7.KQJ85.K943 Q93.KQT6.A973.A7 AT82.J9843.62.J8:66666666777777776666
AQ85.Q6.AT872.A3 7.AKT8752.K.8654 KJ43.43.QJ965.JT T962.J9.43.KQ972:73733333AAAA3333AAAA
9653.T63.A963.QT JT2.Q74.J5.J8753 A4.KJ52.KQ72.A92 KQ87.A98.T84.K64:55555555444433337777
52.A932.KT3.AJ97 Q97.K64.AQ654.K5 AT86.QJT5.92.843 KJ43.87.J87.QT62:77777777555599997677
76.J7.KQJT87.JT4 AJ853.9532.6.AQ6 T942.KQT86.2.K82 KQ.A4.A9543.9753:88889898888866667777
J642.AK97653.JT. AQ873.4.AQ932.76 K95.JT2.6.AQT952 T.Q8.K8754.KJ843:656677774242CACB8787
QJ6.6532.KT843.Q 8.A4.Q9752.K9875 K7543.K8.AJ6.J62 AT92.QJT97..AT43:9797666699996566BABA
AJ875.9862.AK6.J QT93.A.QJ5.T9643 K64.JT4.987.KQ87 2.KQ753.T432.A52:76766565777777778787
AT9874.AQJ.KJ7.4 QJ2.75.985.AT973 K65.T643.A2.J865 3.K982.QT643.KQ2:44542222444465666566
J984.J.AKQ6.KQ64 AT7.98754.J9.AT8 KQ3.AKQT3.T7.532 652.62.85432.J97:32223222322243433333
864.AKJ6.A764.97 AQJT.Q5.Q95.KQJT 9532.873.KJ.A632 K7.T942.T832.854:66666666555566667676
A974.A3.KT5.K732 JT5.KJ542.Q42.A6 Q63.QT976.86.QT9 K82.8.AJ973.J854:77776566656698887676
Q7.A75.KJ3.KJ876 KT6.J963.QT764.3 AJ943.T84..QT942 852.KQ2.A9852.A5:53534443767688883131
KQ8.AK63.7.KQ732 763.T94.KQ52.954 T954.J87.JT63.AT AJ2.Q52.A984.J86:44444444333355554343
J5.J9832.AK65.98 T.A64.J4.AQ75432 Q643.QT.QT873.JT AK9872.K75.92.K6:B8B8AAAA87876666DBDB
43.9.AQ9762.Q874 AT5.A72.T85.AT95 QJ8762.QJT5.K4.K K9.K8643.J3.J632:66665555888866668888
43.5.QJT6.KQT942 KJ98.K873.72.J63 T5.QJ64.AK84.A87 AQ762.AT92.953.5:73739999888832323333
K93.AJ62.Q72.985 AJT874.543.9.AQ2 65.87.KJT83.KJ74 Q2.KQT9.A654.T63:98989999999866668777
KQ842.Q95.753.AK J9.K864.842.Q932 AT753.A7.KJT9.JT 6.JT32.AQ6.87654:43433333777733337777
.AT9642.74.KJT42 AKT9.Q853.Q6.976 J865.K.AKT982.A5 Q7432.J7.J53.Q83:44446565111111111111
AK74.86.9843.T32 QJ85.AT54.A.AQ86 T2.J92.KQT2.KJ54 963.KQ73.J765.97:88878888999966667777
J64.AQJT.AKT.AK4 QT753.64.QJ.Q763 A2.K872.97.JT952 K98.953.865432.8:31215555111154542121
2.AKJT7.AJT2.A83 JT.96.KQ83.KQJT5 AKQ874.85.94.942 9653.Q432.765.76:42442122434342435455
AK92.J85.A92.J52 76.AT3.KQ7643.Q4 J54.Q642.T85.873 QT83.K97.J.AKT96:A9AA99999898B9B9AAAA
9542.K9.Q86.T862 AK6.A4.T742.K975 QJ.8632.KJ95.QJ3 T873.QJT75.A3.A4:AAAABBBBBBBB9999A9A9
T87.T74.AJ32.K76 AQ32.A95.T954.Q2 K964.J63.KQ6.T53 J5.KQ82.87.AJ984:87877777999977779999
A954.Q64.T863.Q7 KJ6.A.AJ54.AT863 Q7.KJT52.K9.J542 T832.9873.Q72.K9:77779898666699999898
J2.QT643.3.KT987 KQ3.J972.AK865.4 T875.AK5.T94.A52 A964.8.QJ72.QJ63:989899995555BBBB6555
KJT4.K3.KJ4.T762 Q32.J9.T97653.53 976.T74.AQ8.AQJ4 A85.AQ8652.2.K98:76766565889876774444
KJT6.72.J963.QJ6 Q8743.A.Q7.K9542 9.QT9863.K8.AT87 A52.KJ54.AT542.3:77779999666688887777
82.Q753.AK85.AT3 AQJT9.86.Q74.974 5.AKJ92.62.KJ865 K7643.T4.JT93.Q2:51517676101044441111
J752.QJ.KQ3.KQ65 T4.T873.A862.J84 986.K9.J974.AT73 AKQ3.A6542.T5.92:85858686999965655555
KJ84.J9.KQ6.K954 5.852.JT85.AT873 92.AK3.A97432.QJ AQT763.QT764..62:33436676868633335565
AJT3.AQ2.J72.Q72 K42.93.AQ943.J53 987.KJT5.K86.A86 Q65.8764.T5.KT94:54444343544466666555
AQJ53.Q4.T84.QJ4 8.AJ8763.6.T8653 KT2.KT9.AKQ9.A97 9764.52.J7532.K2:11212222777733335454
KT7.Q62.AK4.8765 AJ82.JT4.JT.AT32 Q63.98753.Q762.9 954.AK.9853.KQJ4:9999989866668787AAAA
AK62.AQ762.Q.T97 75.K9.J96543.863 T843.JT85.T87.KJ QJ9.43.AK2.AQ542:999955555555A9A99999
J52.Q86.A542.T53 A74.A94.QJ3.A987 KT63.JT5.T86.QJ6 Q98.K732.K97.K42:99998888999988889999
K72.K65.753.J954 853.432.QT84.A63 AJT.AJ7.K962.QT2 Q964.QT98.AJ.K87:55656676666655655565
J8.J985.K94.AJ42 6543.AKT2.Q753.5 KQ972.764.T6.KT9 AT.Q3.AJ82.Q8763:868675758787A9AA8787
AT964.KT93.Q62.4 J85.J8.KJ943.A52 K2.AQ7654.T7.J87 Q73.2.A85.KQT963:B5B555553131B9B9B9B9
J6543.A8.AT7.K76 9.QJ9.K952.AT983 KQT8.T763.Q86.QJ A72.K542.J43.542:55554444666676768888
KQ6.AK73.K6.KT98 AJT52.5.T983.J62 9874.JT4.QJ54.A7 3.Q9862.A72.Q543:44445555444464645555
7.AT942.753.AQJ3 KJ84.QJ7.AJT4.T6 965.653.Q82.8742 AQT32.K8.K96.K95:BABABABB8787BABB8788
AQJT9.Q76.52.J96 K5.AT853.J743.42 842.942.86.AKQT5 763.KJ.AKQT9.873:A7A76666BABACACA6666
AT.AK4.KJ7.AQ742 KJ865..Q64.JT965 97.JT2.T9832.K83 Q432.Q987653.A5.:5555BAAA888854545555
AKJ.T4.AKT94.K92 T753.987.75.AT84 98.KQ32.Q862.763 Q642.AJ65.J3.QJ5:55557777666643436666
J8652.J964.A6.43 K7.AQ7.T87.KQJ62 AQ3.K852.KJ5.T85 T94.T3.Q9432.A97:66664444444499988887
Q9843.95.A84.T42 72.J64.QJ73.QJ85 AK.T32.T62.AK763 JT65.AKQ87.K95.9:87866666999988885555
AQJ942.96.KQ.J97 T65.AKQ84.952.T5 K73.732.T86.A863 8.JT5.AJ743.KQ42:66665555AAAAAAAA7777
AJ72.6.JT42.JT87 53.AK9532.9865.K KQ86.87.3.AQ9542 T94.QJT4.AKQ7.63:93932222999999992222
83.43.KQ985.K642 A92.QJ.J642.AT85 QJT6.T862.7.Q973 K754.AK975.AT3.J:AAAABABAAAAAA9AA8888
T43.AT5.A4.A9842 62.K7.QT652.KT76 AKQJ5.J986.97.J5 987.Q432.KJ83.Q3:54543333444488885555
.96.AQJT9.QT7643 Q3.J84.K42.AKJ95 AJ9874.KQ.8763.2 KT652.AT7532.5.8:A7A77777A9AA54557777
AJT6.KT54.53.743 K83.A983.Q8.T865 Q94.QJ7.T94.KJ92 752.62.AKJ762.AQ:A9A987878888AAAA7777
AQ765.T7643.Q.T6 T9.K95.AKJT.AKQ2 K3.J8.98632.J953 J842.AQ2.754.874:AAAA87878787A9A9AAAA
65.AKJ9654.97.K9 T83.7.KQJT432.76 KQJ97..A5.JT8543 A42.QT832.86.AQ2:54544343555498984343
K2.AT9854.J.Q874 QJT954.K.T932.92 8.QJ73.KQ86.AK65 A763.62.A754.JT3:22227777222265652121
Q8.543.AJ964.K85 AKJT.AJ86..Q9764 9432.K972.T3.J32 765.QT.KQ8752.AT:A9AAAAAAAAAA9898BBBB
QT8642.73.9.Q743 A73.Q86.JT7642.8 KJ.K942.AQ8.K652 95.AJT5.K53.AJT9:667666669898AAAA6666
QJ86.9743.84.QT4 AT97.K65.AQ2.652 5432.AQ8.765.AKJ K.JT2.KJT93.9873:87876666666688888787
AQJ4.987.94.AK65 9.AJ3.QT875.9874 KT86.Q5.K63.QJT3 7532.KT642.AJ2.2:85A55555AAAAA9A95555
KQT32.9.A9865.A8 A865.63.J72.T973 .KJ872.KQ43.K654 J974.AQT54.T.QJ2:54546565546422225555
K94.6.AKQ75.A743 J7.AQ.JT863.J952 Q832.J754.94.KT8 AT65.KT9832.2.Q6:65655555878755555555
AQ5.KQJ854.K63.4 KT.A2.54.AKT7632 J9762.93.AQ92.Q5 843.T76.JT87.J98:98983333333344449999
QJ53.5.QT875.J72 964.JT32.A6.AKQ4 K.A974.J94.T8653 AT872.KQ86.K32.9:99999999AAAA7777A9A9
Q8762.752.JT.KJ7 AJT3.Q8.AQ97.865 4.AT964.432.AT94 K95.KJ3.K865.Q32:888888886565A9A97676
J54.865.K3.AJ932 KQ762.Q4.J54.QT8 AT93.J9732.AQ9.5 8.AKT.T8762.K764:76666565444488887777
97542.K8743.Q6.6 A86..AJ9753.9875 JT3.T965.2.AKQT2 KQ.AQJ2.KT84.J43:A8A876766565BABA8787
73.A.AQ963.AK854 AKJ4.QJ8653.5.J6 QT982.T92.74.T93 65.K74.KJT82.Q72:86876566999966665454
KJ.JT98.A953.K63 A83.64.QJ86.JT52 Q542.A7.K742.874 T976.KQ532.T.AQ9:76767676777765657777
87.A9876.K6542.6 A963.52.T73.Q954 JT.QJT.J9.AKT832 KQ542.K43.AQ8.J7:76768888434354545555
JT76.AT2.K9652.T 4.KJ874.AJ.Q9842 KQ953.Q93.Q74.75 A82.65.T83.AKJ63:88885454A9A96565CBCB
9.AJ962.K876.AJT A8743.QT8.J4.Q54 KQJ652.K7.Q3.K97 T.543.AT952.8632:33333333333344444444
AQ75.853.K73.982 JT2.AK6.AT965.K7 K.J942.842.AQT64 98643.QT7.QJ.J53:99999898888798987676
QJ973.J3.6.T6543 KT5.K87.AQ7432.2 842.AQT952.JT9.J A6.64.K85.AKQ987:CCC777777676DCDBA9A9
K96.AQ9.Q862.Q64 A42.87532.T75.T3 T875.J64.KJ.K852 QJ3.KT.A943.AJ97:65666565666666766666
QJ652.AK95.J.AK2 3.QJ763.863.8653 KT9874.84.54.QT4 A.T2.AKQT972.J97:88882222767688887676
K643.A73.QT3.JT2 J5.J654.K75.AK54 Q87.Q2.A984.9873 AT92.KT98.J62.Q6:88987787999977778888
KQ6543.Q2.AQ5.93 JT.J75.KT82.QJ54 .K94.J9643.AKT87 A9872.AT863.7.62:65655555777633324444
74.A94.QJ65.AK65 AKJ65.T7.T43.T93 9.KJ652.AK9.QJ87 QT832.Q83.872.42:50506666101010101010
K9873.KQT54.T.T4 5.632.876542.532 QJT64.J7.KJ.K986 A2.A98.AQ93.AQJ7:98A844546666BBBB9999
KT6.9.QJ943.AK93 AQ43.KQJT83.AK.J 9872.64.82.QT875 J5.A752.T765.642:A8A88787CCCC66666565
K6532..A9873.J87 AQT8.AQ8754..K64 J97.K962.QT52.Q2 4.JT3.KJ64.AT953:A8A88778BBBB6666BBBB
A73.AT9754.AQ5.3 K64.J8.KT7.AJ985 Q952.Q6.J642.T42 JT8.K32.983.KQ76:76765555444455558888
KT96.Q6.AK9.AQ98 QJ752.KJ2.86.632 43.T974.J2.KJT74 A8.A853.QT7543.5:44447677767688883333
JT.854.QJ862.642 Q97653.T.AT74.K3 AK.AKQJ97.5.QJT9 842.632.K93.A875:54549999434377775555
J86.Q62.743.Q432 KT42.T875.AKQ2.7 AQ75.K93.JT9.AT9 93.AJ4.865.KJ865:88888787888888887787
T9532.8742..A976 AKQ86.AKQ96.Q63. J7.5.J87542.J853 4.JT3.AKT9.KQT42:DCDCBBBBDCDDBABB9898
K864.A97.2.AKJ95 AT53.JT42.863.72 QJ97.Q83.AQJ5.Q8 2.K65.KT974.T643:22321121444454543232
AQ.KT2.QT87.9875 82.QJ53.AK9.AQT2 T965.A876.63.K43 KJ743.94.J542.J6:76667777666677777666
985.J7.843.AKJ86 KJT6.A85.T75.T52 Q32.QT42.KQ6.974 A74.K963.AJ92.Q3:77779999999999997777
KT42.AT4.KJ64.QJ Q5.J987.A97.K654 AJ87.KQ6.T.AT732 963.532.Q8532.98:22221111222233332222
KQ7.T75.AT972.T8 A52.AJ42.KQ.A754 T963.Q963.J65.J2 J84.K8.843.KQ963:9999878888887777AAAA
Q6.KQJ742.Q5.KT3 A5.T.T872.AQ8652 J98.A53.AKJ643.4 KT7432.986.9.J97:81418888313141419999
A63.85.984.KQT62 Q84.J.AQJ653.A84 KJ97.KT9632.72.5 T52.AQ74.KT.J973:99997676666699998888
QT.9754.9865.Q93 9862.T8.JT42.K54 AJ3.AQ63.Q.AJ862 K754.KJ2.AK73.T7:75758887444377774444
Q8.AK9.KJ9865.92 T95.J73.A743.A73 A6432.QT52..QJ86 KJ7.864.QT2.KT54:64654444444466665555
K743.A762.KT765. T65.94.83.Q85432 QJ82.T8.A42.KT97 A9.KQJ53.QJ9.AJ6:55553333666643438787
K85.Q9763.AKJT7. AQT2.KT4.963.752 64.A5.Q42.AKJT64 J973.J82.85.Q983:54547666433322224333
J82.852.762.A653 AQ65.QJ97.T4.KQJ K97.AKT6.J93.984 T43.43.AKQ85.T72:88888888777799997777
KQ6.QT852.T652.Q AT8753.96.K84.J7 J94.AK3.QJ7.AT83 2.J74.A93.K96542:44447676535354547777
T.Q76432.K6.AQJT K432.KJ.Q54.K732 AQ76.T98.J7.9865 J985.A5.AT9832.4:87878888545499995555
7.AK6.K9732.KJ72 KQ52.9532.T54.43 A64.T7.AQJ6.QT96 JT983.QJ84.8.A85:52527777777711111111
Q2.JT6.AQ874.754 98763.85.62.KT32 AJ54.KQ92.JT3.AQ KT.A743.K95.J986:22224444222211215555
K82.AJ752.742.J3 J954.KT986.T98.4 AQT6..AQ65.KQT95 73.Q43.KJ3.A8762:33334343778744443333
K8.32.J652.85432 AQJT64.K65..AJ96 53.QJ4.AQT984.QT 972.AT987.K73.K7:DCDCDDDDCCCC7777B9B9
A.KQT654.32.QT63 Q54.A8.QJ975.J87 982.J97.AT.A9542 KJT763.32.K864.K:64649999333398983333
JT97432.KQ5.3.82 6.A32.QT872.K974 KQ5.J84.K4.AJT63 A8.T976.AJ965.Q5:878744449999AAAA6666
KT6.AK7.T754.KQ3 8.Q.AKJ983.AT875 952.86542.2.9642 AQJ743.JT93.Q6.J:A9A9A9A98787CBCB9999
AJ962.974.875.53 8.KT.QJT94.A8762 75.A8653.A632.Q4 KQT43.QJ2.K.KJT9:999988888787AAAAAAAA
J9542.A2.KJ94.K6 6.KT985.82.AQ973 AT83.J63.A73.T52 KQ7.Q74.QT65.J84:77775555999966669888
876.K2.J8.JT9863 AT932.Q4.KQ.Q754 QJ.AT97653.A7.AK K54.J8.T965432.2:53538888333399994444
T85.652.J743.AQT AKQ9.AQJ87.T5.72 763.KT93.KQ9.KJ6 J42.4.A862.98543:7676A9A9888877778888
4.Q5.Q62.KJ98643 J53.AKJ743.984.7 KQT82.T62.KT53.A A976.98.AJ7.QT52:99997777999966667676
T9.KQT432.QT.KT3 AK5.AJ7.652.Q654 QJ873.85.A74.A72 642.96.KJ983.J98:76665454555587877777
Q.J9763.K9752.62 986.KQ8.JT6.AJ53 AKJT.54.AQ83.T74 75432.AT2.4.KQ98:74748787656542429898
9863.76.KQ954.Q5 KQ5.KJ9.AJ.JT962 AJ4.QT54.T2.K843 T72.A832.8763.A7:77776666878766668787
AT93.J9.K8.Q7432 J862.KT.J6532.KT KQ54.AQ754.Q9.98 7.8632.AT74.AJ65:66664444555599995555
A9.J864.AJ3.J953 87.AT52.KT72.AT8 KT6542.7.Q865.Q7 QJ3.KQ93.94.K642:88885555999976668888
QJ3.A3.T82.AQ973 T86.Q974.AJ4.852 A7.JT8.KQ765.KJT K9542.K652.93.64:42227777666622222222
Q87.KJ64.Q65.QT8 32.QT2.AKJ432.43 AK95.A95.97.J765 JT64.873.T8.AK92:88887676655598886666
T43.2.KT87653.Q6 K65.J943..AJ9542 A972.AQT765.2.KT QJ8.K8.AQJ94.873:9898767666666666A8A8
QT52.JT862.92.A3 AJ9.A754.7.JT985 K3.KQ.AKT86543.4 8764.93.QJ.KQ762:42426666544422229999
Q2.A987.A8732.82 J75.KQJ4.T6.AQJ6 AK863.T3.KQ54.95 T94.652.J9.KT743:52522222666621217777
AJT9.T76.7.K7654 643.AQ9843.KT3.9 75.J52.A954.QT83 KQ82.K.QJ862.AJ2:A7A79999BABABABA5555
Q3.A4.QJ962.AQJ6 874.KJ632.AT.K92 AJ6.QT985.43.T53 KT952.7.K875.874:65658787666655555555
A4.AQ6.AQ543.Q82 KQ62.T5.962.AJ65 3.K942.KJ87.KT94 JT9875.J873.T.73:41418888222211112121
T964.QJ43.862.52 QJ83.AT7.Q973.K7 .K65.AKJ54.QJT96 AK752.982.T.A843:9898AAAA777755557776
Q9.KQ853.QT.6543 852.A9.952.KJ872 A743.JT6.A84.AQ9 KJT6.742.KJ763.T:33336465434376775555
K986.J7.J8.T9642 QJT3.Q92.T954.AJ 5.KT843.Q3.KQ853 A742.A65.AK762.7:B8B8BBBA7777BBBA5555
Q653.Q.QJ83.QJT8 T87.T9743.T95.A9 KJ9.652.A642.642 A42.AKJ8.K7.K753:99998787AAAA66668888
AT.Q42.K985.KT64 J93.J3.Q6.QJ9732 Q72.A976.A42.A85 K8654.KT85.JT73.:44447777444444445555
5.AKJ73.J832.K85 AJ73.654.74.T763 Q9642.82.AK5.AJ9 KT8.QT9.QT96.Q42:33334444222222224343
73.J4.KT74.T5432 AQT8654.82.J2.K6 J9.A73.AQ95.AQJ8 K2.KQT965.863.97:73738888777732323333
A85.J653.75.T643 KJ763.AKT.Q32.J5 9.Q8742.J986.AQ2 QT42.9.AKT4.K987:BABABBBB6666BABA8888
QJ3.A732.Q987.K7 K98.KQT5.AJ5.A32 T65.984.K632.J84 A742.J6.T4.QT965:A9A9A9A9A9A98888AAAA
Q76543.J7.KJ9.K8 .98643.A4.AQT953 A2.KQ52.T8762.J2 KJT98.AT.Q53.764:9888777799995555BAAB
62.KJ8.AK876.AT7 A9843.9652.92.96 KQT75.7.QT53.K83 J.AQT43.J4.QJ542:22223343777732324454
K5.A.KJT8.AQJ862 J76.KT8642.A72.7 AQT9432.J9..9543 8.Q753.Q96543.KT:10100000888877770000
KQ6.T974.J852.A4 AJ95.AK62..Q9762 7432.53.KT76.JT5 T8.QJ8.AQ943.K83:BBBBBABABABB8888BBBB
2.QJ.KQ98.AKT543 AQ973.T7543.A.J9 T8.K96.JT642.Q76 KJ654.A82.753.82:7777A9A9999933335353
K4.J942.AQ83.974 AQJT5.Q6.J72.K83 9632.8753.T4.AQ2 87.AKT.K965.JT65:99999898777788889898
AJ.A8754.K62.KT3 7652.K9.T4.Q9842 T93.J3.QJ953.AJ5 KQ84.QT62.A87.76:43437666444433336566
J4.AQ85.AJ3.J974 AK6.J9632.952.AQ 73.K74.KQT87.T82 QT9852.T.64.K653:9595AAAA767655559696
QT97.A92.KJ4.A76 6543.K8764.5.J42 AKJ2.T53.QT93.Q9 8.QJ.A8762.KT853:43534454767654649797
7653.74.JT853.A9 AK84.AJ.A764.765 Q2.KT32.KQ9.KQ82 JT9.Q9865.2.JT43:66668787888855558787
J95.T98.Q97652.Q KQ843.K76543.4.7 AT762.AQ2.AK83.5 .J.JT.AKJT986432:A3A3444366652232AAAA
932.J6542.AJ32.2 K6.AQ.Q87.A98543 J874.K973.T54.Q7 AQT5.T8.K96.KJT6:CCCBCCCB88889999CCCC
AKQ.KJ82.J86.QT8 92.94.Q2.AK97543 863.AQT75.T943.2 JT754.63.AK75.J6:A595777744446555A999
Q5.AJ.QJ2.QJT543 J84.98543.AT8.72 K7.K72.K7543.A98 AT9632.QT6.96.K6:64647777767633333333
642.AJ2.T865.K63 A83.T96.AK932.A9 KQ7.Q83.Q74.T542 JT95.K754.J.QJ87:77769888888877777777
AKQ96542.J.JT.86 8.AK93.AQ5.AKJ93 T7.Q764.K8643.52 J3.T852.972.QT74:85854444AAAA9999AAAA
AT42.A2.83.QJ963 853.JT.AKJ96.K75 KQJ6..QT72.AT842 97.KQ9876543.54.:33334242AAAA55552222
AKQT4.K9.KJ6.KQJ 952.JT5.8743.T64 763.A732.A5.9732 J8.Q864.QT92.A85:11111111333333331111
AQ86.J973.KT94.5 9753.AQ82.75.642 KT42.K64.83.AJ97 J.T5.AQJ62.KQT83:55654444545576767777
K9875.A.7.987652 J43.Q9543.52.A43 QT2.K82.AQJT83.K A6.JT76.K964.QJT:65654343989843434444
72.2.KQJ6.AQJ862 AK94.3.852.97543 J53.AQ9865.T97.T QT86.KJT74.A43.K:76768898777755555555
A973.AKT4.AK6.AQ K2.98652.Q985.74 QJT.Q.J32.KT8532 8654.J73.T74.J96:10101111222222220000
AK2.862.AJ93.A96 63.Q5.T6542.QJ32 QJ974.973.Q8.875 T85.AKJT4.K7.KT4:55555454777777778888
K73.J53.94.J9862 J64.AK2.KQJT.T73 A8.T98764.876.K4 QT952.Q.A532.AQ5:BABABBBB8888BABA8888
3.KT863.8753.AK5 J872.4.QJT9.J874 AT654.QJ92.6.Q96 KQ9.A75.AK42.T32:85856666323277777777
Q2.AQJ9642.AK7.T KJ763.KT.T32.Q54 T85.853.QJ8654.J A94.7.9.AK987632:D6D6DBDB43434444DBDB
AQ64.J96.JT32.83 T8752.K5.AKQ985. 93.AT87432.4.JT2 KJ.Q.76.AKQ97654:C56599994444A999C9A9
T64.A932.K843.94 J932.J5.Q96.QJ65 Q8.KQ6.AJT52.K73 AK75.T874.7.AT82:84849999546443439999
K984.T3.AQ93.642 T.92.J852.AKJT98 653.AKJ8.KT7.753 AQJ72.Q7654.64.Q:77777676979766668887
A2.K.AKQJ952.AJ8 T8754.9763.87.Q9 KJ3.A42.T643.K42 Q96.QJT85..T7653:00005555666600003232
KJ96.AT6.A3.JT97 AQ54.Q872.KT9.52 T73.K53.542.AQ64 82.J94.QJ876.K83:77776666878799995555
J84.A9642.A.AJ86 AT652.Q.942.T543 Q7.KJ7.KT8653.Q7 K93.T853.QJ7.K92:33336666222233334444
A92.QJ976.97.KQ9 8.AK82.T543.A763 KJ743.T.AQJ82.J4 QT65.543.K6.T852:54544444555554547676
T85.A962.J82.832 AQJ3.QJT87.KT.A9 9642.K4.AQ73.J75 K7.53.9654.KQT64:98989898999988889999
KJT32.43.T73.653 Q9874.J962.52.T4 A.KQ87.A64.KQ982 65.AT5.KQJ98.AJ7:87877676878787875575
AK74.JT853.7.642 Q86.A94.T96543.7 JT9.KQ6.KJ2.9853 532.72.AQ8.AKQJT:88A877876666CBCBA9A9
5.T5432.T942.A64 AQ83.AQ6.863.Q85 764.K987.AJ7.KJ9 KJT92.J.KQ5.T732:88889999555566668787
A6543.J2.A754.T4 J8.K96.KT982.A75 Q7.8543.QJ.KQJ32 KT92.AQT7.63.986:99997777999998987777
T2.JT65.AQ.JT952 A8654.K2.KJ8.Q63 QJ7.AQ973.T96.84 K93.84.75432.AK7:77779999555599997676
Q92.KQ932.J2.A73 K85.64.KQT753.85 J643.A85.98.Q942 AT7.JT7.A64.KJT6:878777776666AAAA8787
43.87653.Q5.QJ76 KQT7.Q9.KT9.A543 AJ98.AKJT.A3.K92 652.42.J87642.T8:62325453322277764333
83.AQJ53.64.QT92 AQ94.K8.J2.KJ863 KT72.T6.AT983.75 J65.9742.KQ75.A4:87879999777788889999
K94.764.Q62.AK97 T8652.AT.JT54.J3 Q3.KJ93.A97.Q864 AJ7.Q852.K83.T52:55657777555566664444
J72.K82.K2.J7432 Q653.73.A875.A98 T984.AQ6.JT93.K5 AK.JT954.Q64.QT6:77777777878788887777
